instruction,output,source
Est-ce que l'utilisateur BATCH_USER a fait un INSERT sur la table PAIEMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='PAIEMENTS';,B_user_action_object
Analyse : pour contrôle : quelles actions ont été faites avec PowerBI ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(CLIENT_PROGRAM_NAME)='POWERBI' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",D_client_program_aug_balanced
Question : Combien de LOGON pour NEW_USER_APP ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='NEW_USER_APP' AND UPPER(ACTION_NAME)='LOGON';,B_user_action
Besoin audit : question : Qui a ALTER PAIEMENTS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='PAIEMENTS' AND UPPER(ACTION_NAME)='ALTER' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_aug
Vérifie : peux-tu me dire Qu'est-ce qui s'est passé jeudi dernier ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE,'IW')-7+3 AND EVENT_TIMESTAMP < TRUNC(SYSDATE,'IW')-7+3+1 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_weekday_last_balanced
Combien d'actions sur DOSSIERS avant-hier ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DOSSIERS' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE-2) AND EVENT_TIMESTAMP < TRUNC(SYSDATE-1);,C_object_period_count
Donne les traces où CYRILLE fait INSERT sur HR.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='HR' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
En clair : audit : Donne les actions de SMART2DADMIN concernant COMMANDES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(OBJECT_NAME)='COMMANDES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object_aug
Contrôle : Montre les traces d'il y a 3 jours.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE-3) AND EVENT_TIMESTAMP < TRUNC(SYSDATE-2) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_exact_day_ago
Est-ce que l'utilisateur CYRILLE_TBS a fait un UPDATE sur la table UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object
Pour contrôle : analyse : Combien d'utilisateurs distincts apparaissent dans les traces ?,SELECT COUNT(DISTINCT DBUSERNAME) AS NB_UTILISATEURS FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME IS NOT NULL;,A_lists_aug
Sécurité : Quelles tables ont été touchées ce mois ?,"SELECT OBJECT_NAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME IS NOT NULL AND EVENT_TIMESTAMP >= TRUNC(SYSDATE,'MM') AND EVENT_TIMESTAMP < ADD_MONTHS(TRUNC(SYSDATE,'MM'),1) GROUP BY OBJECT_NAME ORDER BY NB DESC;",C_period_group_tables
Question : Quels utilisateurs ont réalisé ALTER sur FACTURES ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FACTURES' AND UPPER(ACTION_NAME)='ALTER' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Analyse : Qu'est-ce qui s'est passé les 30 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-30 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days
Montre les DELETE de HR sur DEPARTMENTS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='DEPARTMENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Montre les DELETE de VROMUALD sur DOSSIERS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='DOSSIERS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Montre les DELETE de VROMUALD sur ADRESS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='ADRESS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Donne les traces où PROD2_MDS fait UPDATE sur COMMANDES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='COMMANDES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Analyse : donne les traces où REPORT_USER fait UPDATE sur EMPLOYEES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_balanced
Analyse : Qu'est-ce qui s'est passé en dernier sur SALARIES ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='SALARIES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_object
Question : quels utilisateurs ont réalisé UPDATE sur FOURNISSEURS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FOURNISSEURS' AND UPPER(ACTION_NAME)='UPDATE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_balanced
Demande audit : donne les traces où SYSTEM fait UPDATE sur DEPARTMENTS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYSTEM' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='DEPARTMENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_aug
HR a-t-il fait UPDATE sur UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object
Montre la dernière activité du compte ITEST.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Donne les traces où HR fait UPDATE sur UTILISATEURS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='UTILISATEURS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Quelles actions ont été faites avec TOAD ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(CLIENT_PROGRAM_NAME)='TOAD' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",D_client_program
Montre l'activité de ITEST cette semaine.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE,'IW') AND EVENT_TIMESTAMP < TRUNC(SYSDATE,'IW')+7 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_period_detail
"Audit : Le dernier événement de SYSTEM, c'est quoi ?","SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYSTEM' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Montre les INSERT de CYRILLE_TBS sur ADRESS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='ADRESS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Question : Est-ce que NEW_USER_APP a fait un UPDATE ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='NEW_USER_APP' AND UPPER(ACTION_NAME)='UPDATE';,B_user_action
Est-ce que l'utilisateur REPORT_USER a fait un UPDATE sur la table SALARIES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='SALARIES';,B_user_action_object
BATCH_USER a-t-il fait UPDATE sur DEPARTMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='DEPARTMENTS';,B_user_action_object
Contrôle : Qu'est-ce qui s'est passé il y a 2 mois ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= ADD_MONTHS(TRUNC(SYSDATE,'MM'),-2) AND EVENT_TIMESTAMP < ADD_MONTHS(TRUNC(SYSDATE,'MM'),-1) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_months_ago
Sécurité : Y a-t-il eu des modifications sur NOUVELLE_TABLE_METIER ?,"SELECT COUNT(*) AS NB_MODIFICATIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(ACTION_NAME) IN ('INSERT', 'UPDATE', 'DELETE') AND UPPER(OBJECT_NAME)='NOUVELLE_TABLE_METIER';",B_business_modify
Quelles actions UPDATE ont été faites par BATCH_USER ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(ACTION_NAME)='UPDATE' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action
Question : Montre les SELECT de CYRILLE.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE' AND UPPER(ACTION_NAME)='SELECT' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action
Analyse : Actions il y a 2 mois.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= ADD_MONTHS(TRUNC(SYSDATE,'MM'),-2) AND EVENT_TIMESTAMP < ADD_MONTHS(TRUNC(SYSDATE,'MM'),-1) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_months_ago
Donne les traces où AUDIT_MANAGER fait UPDATE sur CONTRATS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='CONTRATS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Donne les actions de BATCH_USER concernant EMPLOYEES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(OBJECT_NAME)='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object
En clair : audit : Y a-t-il une activité de REPORT_USER sur SALARIES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(OBJECT_NAME)='SALARIES';,B_user_object_aug
Analyse : je veux savoir Qui a fait une action il y a 15 jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE-15) AND EVENT_TIMESTAMP < TRUNC(SYSDATE-14) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_exact_day_ago_balanced
Donne les traces où AUDIT_MANAGER fait DELETE sur NOUVELLE_TABLE_METIER.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='NOUVELLE_TABLE_METIER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Vérifie : audit : HR a-t-il fait une action sur ADRESS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(OBJECT_NAME)='ADRESS';,B_user_object_balanced
Est-ce que NEW_USER_APP a touché la table DEPARTMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='NEW_USER_APP' AND UPPER(OBJECT_NAME)='DEPARTMENTS';,B_user_object
Est-ce que l'utilisateur VROMUALD a fait un DELETE sur la table ADRESS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='ADRESS';,B_user_action_object
Audit : HR a-t-il fait une action sur DEPARTMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(OBJECT_NAME)='DEPARTMENTS';,B_user_object
Est-ce que l'utilisateur ITEST a fait un DELETE sur la table FACTURES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='FACTURES';,B_user_action_object
En clair : contrôle : Montre les actions du dimanche dernier.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE,'IW')-7+6 AND EVENT_TIMESTAMP < TRUNC(SYSDATE,'IW')-7+6+1 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_weekday_last_aug
Demande audit : question : Qui a fait un REVOKE sur la table DEPARTMENTS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DEPARTMENTS' AND UPPER(ACTION_NAME)='REVOKE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_aug
Sécurité : Qu'est-ce qui s'est passé les 60 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-60 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days
Pour contrôle : quelles actions ALTER ont été faites par PROD2_STB ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_STB' AND UPPER(ACTION_NAME)='ALTER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_aug
Audit : Y a-t-il une activité de VROMUALD sur EMPLOYEES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(OBJECT_NAME)='EMPLOYEES';,B_user_object
Montre les SELECT de PROD2_MDS sur EMPLOYEES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Besoin audit : montre les INSERT de HR sur FOURNISSEURS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='FOURNISSEURS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_aug
Contrôle : en clair : audit : Y a-t-il une activité de SMART2DADMIN sur DOSSIERS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(OBJECT_NAME)='DOSSIERS';,B_user_object_aug_balanced
NEW_USER_APP a-t-il fait une action sur HR ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='NEW_USER_APP' AND UPPER(OBJECT_NAME)='HR';,B_user_object
Qu'a fait SYS sur les 180 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' AND EVENT_TIMESTAMP >= SYSDATE-180 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_last_n_days
Contrôle : question : Combien de UPDATE pour AUDIT_MANAGER ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='UPDATE';,B_user_action_balanced
Est-ce que l'utilisateur SMART2DADMIN a fait un SELECT sur la table CLIENT ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='CLIENT';,B_user_action_object
Donne les actions de ITEST concernant ADRESS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND UPPER(OBJECT_NAME)='ADRESS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object
En clair : est-ce que l'utilisateur REPORT_USER a fait un INSERT sur la table DEPARTMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='DEPARTMENTS';,B_user_action_object_aug
Donne les traces où CYRILLE_TBS fait SELECT sur CLIENT.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='CLIENT' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Est-ce que l'utilisateur PROD2_MDS a fait un UPDATE sur la table SALARIES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='SALARIES';,B_user_action_object
Analyse : Qu'est-ce qui s'est passé sur les 60 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-60 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days
Pour contrôle : donne les traces où VROMUALD fait UPDATE sur HR.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='HR' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_aug
Question : Qu'a fait SYS en dernier dans la base ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Besoin audit : montre les LOGOFF de AUDIT_MANAGER.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='LOGOFF' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_aug
Montre les INSERT de SMART2DADMIN sur COMMANDES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='COMMANDES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
PROD2_MDS a-t-il fait une action sur EMPLOYEES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(OBJECT_NAME)='EMPLOYEES';,B_user_object
Besoin audit : qu'a fait ITEST les 365 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND EVENT_TIMESTAMP >= SYSDATE-365 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_last_n_days_aug
Analyse : montre ce que AUDIT_MANAGER a fait sur UTILISATEURS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(OBJECT_NAME)='UTILISATEURS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object_balanced
Question : Je veux savoir qui a fait ALTER sur DOSSIERS.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DOSSIERS' AND UPPER(ACTION_NAME)='ALTER' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Peux-tu me dire Combien d'actions par type sur DEPARTMENTS ?,"SELECT ACTION_NAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DEPARTMENTS' AND ACTION_NAME IS NOT NULL GROUP BY ACTION_NAME ORDER BY NB DESC;",D_group_action_object
Question : Combien de connexions hier ?,SELECT COUNT(*) AS NB_CONNEXIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(ACTION_NAME)='LOGON' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE-1) AND EVENT_TIMESTAMP < TRUNC(SYSDATE);,D_non_technical
Montre les INSERT de SYS sur NOUVELLE_TABLE_METIER.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='NOUVELLE_TABLE_METIER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
